title,publication_date,source,url,description,ce_areas,ai_technologies,ce_area_count,ai_tech_count,is_classified
Machine Learning Course for Software Engineers: Interview Kickstart Launches Structured 8-Month ML Program for Career Transition,2025-12-08T17:03:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/08/3201826/0/en/Machine-Learning-Course-for-Software-Engineers-Interview-Kickstart-Launches-Structured-8-Month-ML-Program-for-Career-Transition.html,"SANTA CLARA, CA, Dec. 08, 2025 (GLOBE NEWSWIRE) -- Software engineers are increasingly seeking structured pathways to transition into machine learning roles as companies expand their use of artificial intelligence across product development, infrastructure, a…",Transportation,Machine Learning,1,1,True
Zoomer: Powering AI Performance at Meta’s Scale Through Intelligent Debugging and Optimization,2025-11-21T21:00:15Z,Fb.com,https://engineering.fb.com/2025/11/21/data-infrastructure/zoomer-powering-ai-performance-meta-intelligent-debugging-optimization/,"We’re introducing Zoomer, Meta’s comprehensive, automated debugging and optimization platform for AI.  Zoomer works across all of our training and inference workloads at Meta and provides deep performance insights that enable energy savings, workflow accelera…",Construction Management,"Robotics/Automation, Generative Design",1,2,True
Into the Omniverse: How Smart City AI Agents Transform Urban Operations,2025-11-20T16:00:39Z,Nvidia.com,https://blogs.nvidia.com/blog/smart-city-ai-agents-urban-operations/,"Cities are deploying AI agents, digital twins and computer vision to turn fragmented urban infrastructure into intelligent, responsive spaces.",Transportation,Computer Vision,1,1,True
"On-Device AI Market for IoT Applications Analysis Report 2025: Market to Reach $30.6 Billion in 2029 at a CAGR of 25%, AI-Enabled Edge Devices Accelerate the Next Generation of IoT Applications",2025-11-20T09:06:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/20/3191645/28124/en/On-Device-AI-Market-for-IoT-Applications-Analysis-Report-2025-Market-to-Reach-30-6-Billion-in-2029-at-a-CAGR-of-25-AI-Enabled-Edge-Devices-Accelerate-the-Next-Generation-of-IoT-App.html,"Opportunities in the on-device AI market include real-time responses, energy efficiency, and cost-effectiveness in IoT devices across consumer, industrial, and automotive sectors. Growth is driven by advancements in generative AI, robotics, and autonomous app…","Structural, Environmental Engineering",Robotics/Automation,2,1,True
"Micropolis Robotics Unveils New Industrial-Grade, IP67-Rated Computing Module Powered by NVIDIA for Advanced AI Processing of its Robots",2025-11-18T13:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/18/3190055/0/en/Micropolis-Robotics-Unveils-New-Industrial-Grade-IP67-Rated-Computing-Module-Powered-by-NVIDIA-for-Advanced-AI-Processing-of-its-Robots.html,"High-performance, low-latency AI processing will be installed directly on Microspot, Micropolis’ proprietary real-time surveillance, behavior-analysis, and mission-management platform",Structural,"Robotics/Automation, Computer Vision",1,2,True
Senior Machine Learning Engineer-EN,2025-11-18T00:00:00Z,Nlppeople.com,https://nlppeople.com/job/senior-machine-learning-engineer-en/,"About This Role Who We Are:  • CAE Vision: Our vision is to be the worldwide partner of choice in defense and security, and civil aviation by revolutionizing our customers’ training and critical operations with digitally immersive solutions to elevate safety,…",Construction Management,Machine Learning,1,1,True
Three insights you may have missed from theCUBE’s coverage of AWS re:Invent,2025-12-11T17:00:47Z,SiliconANGLE News,https://siliconangle.com/2025/12/11/three-insights-shaping-aws-next-era-agentic-ai-awsreinvent/,Something that’s been building for several years has finally come into clearer view as enterprises shift their attention from model performance to the systems that bring intelligence into production. The conversation now centers on how agentic AI fits into re…,Structural,Machine Learning,1,1,True
robo-infra 0.1.7,2025-12-13T08:29:04Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.7/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra 0.1.6,2025-12-13T08:09:08Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.6/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra 0.1.5,2025-12-12T18:08:09Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.5/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra 0.1.3,2025-12-12T09:10:34Z,Pypi.org,https://pypi.org/project/robo-infra/0.1.3/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
robo-infra added to PyPI,2025-12-12T09:08:14Z,Pypi.org,https://pypi.org/project/robo-infra/,Universal robotics infrastructure - control any robot from servo to rocket,Transportation,Robotics/Automation,1,1,True
(PR) Just Launched OpenAI GPT-5.2 Trained & Deployed on NVIDIA Infrastructure,2025-12-11T19:54:13Z,Techpowerup.com,https://www.techpowerup.com/343996/just-launched-openai-gpt-5-2-trained-deployed-on-nvidia-infrastructure,"Unveiling what it describes as the most capable model series yet for professional knowledge work, OpenAI launched GPT-5.2 today. The model was trained and deployed on NVIDIA infrastructure, including NVIDIA Hopper and GB200 NVL72 systems. It's the latest exam…",Transportation,Machine Learning,1,1,True
"As AI Grows More Complex, Model Builders Rely on NVIDIA",2025-12-11T19:19:57Z,Nvidia.com,https://blogs.nvidia.com/blog/leading-models-nvidia/,"Unveiling what it describes as the most capable model series yet for professional knowledge work, OpenAI launched GPT-5.2 today. The model was trained and deployed on NVIDIA infrastructure, including NVIDIA Hopper and GB200 NVL72 systems. It’s the latest exam…",Transportation,Machine Learning,1,1,True
Google DeepMind agrees to sweeping partnership with U.K. government focused on science and clean energy,2025-12-11T00:01:00Z,Fortune,https://fortune.com/2025/12/10/google-deepmind-uk-government-partnership-science-clean-energy/,"The collaboration will see the AI company collaborating with the British government on a robotic lab for new materials, fusion energy, and new research into AI safety and the societal impacts of AI","Structural, Construction Management",Robotics/Automation,2,1,True
Google and Microsoft Race to Rewrite Big Tech’s Playbook,2025-12-10T23:54:12Z,Biztoc.com,https://biztoc.com/x/2cd411ef1fcd12c6,"Wearables, robotics and infrastructure are emerging as the next places big tech is trying to capture value in the artificial intelligence (AI) stack. This week’s developments, from Google’s smart-glasses revival to Skild AI’s acquisition talks and multibillio…",Transportation,"Robotics/Automation, Machine Learning",1,2,True
AMD Introduces EPYC Embedded 2005 Series Processors,2025-12-10T06:33:39Z,Madshrimps.be,https://www.madshrimps.be/news/amd-introduces-epyc-embedded-2005-series-processors/,"AI-driven workloads are transforming the performance and efficiency requirements of embedded infrastructure systems. From networking switches, routers, and DPU control planes to cold cloud storage, aerospace and robotics applications, today's embedded computi…",Transportation,Robotics/Automation,1,1,True
PitchBook: AI is becoming the defining infrastructure layer of the global economy,2025-12-10T05:01:20Z,SiliconANGLE News,https://siliconangle.com/2025/12/10/pitchbook-ai-becoming-defining-infrastructure-layer-global-economy/,"A new report out today from private capital market intelligence company PitchBook Data Inc. paints a picture of artificial intelligence as the defining infrastructure layer for the next half-century, with the most competition now underway across enterprise so…",Transportation,Machine Learning,1,1,True
Deep Robotics raises $70M to boost robotics innovation,2025-12-10T03:02:37Z,Crypto Briefing,https://cryptobriefing.com/deep-robotics-innovation-funding/,"Deep Robotics' funding surge may accelerate China's leadership in robotics, impacting global tech dynamics and infrastructure automation.
The post Deep Robotics raises $70M to boost robotics innovation appeared first on Crypto Briefing.",Transportation,Robotics/Automation,1,1,True
"Enterprise Mobility Management Market Set for Rapid Growth to USD 118.16 Billion by 2033, Driven by Mobile Workforce Expansion and BYOD Adoption | Research by SNS Insider",2025-12-15T14:45:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/15/3205548/0/en/Enterprise-Mobility-Management-Market-Set-for-Rapid-Growth-to-USD-118-16-Billion-by-2033-Driven-by-Mobile-Workforce-Expansion-and-BYOD-Adoption-Research-by-SNS-Insider.html,"Enterprise Mobility Management Market Size & Segmentation By Component, Deployment Model, Enterprise Size, Devices Type and Industry Vertical | 2026-2033...",Transportation,Machine Learning,1,1,True
wikimedia-spicerack 12.2.0,2025-12-15T09:47:27Z,Pypi.org,https://pypi.org/project/wikimedia-spicerack/12.2.0/,Automation framework for the WMF production infrastructure,Transportation,Robotics/Automation,1,1,True
"AC Drives Market to Surpass USD 35.70 Billion by 2032, Driven by Automation and Energy Efficiency Trends",2025-12-15T09:13:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/15/3205184/28124/en/AC-Drives-Market-to-Surpass-USD-35-70-Billion-by-2032-Driven-by-Automation-and-Energy-Efficiency-Trends.html,"AC drives are expanding opportunities through energy management, automation, and sustainability. Increased digital integration, regulatory mandates, and regional dynamics underscore the need for tailored, efficient solutions. The market is poised for signific…",Environmental Engineering,Robotics/Automation,1,1,True
The Best High-Growth Tech Stocks Outside of the QQQ,2025-12-14T15:46:35Z,Biztoc.com,https://biztoc.com/x/2e01194bf7060777,"Quick Read
-
Oracle (ORCL) shares have fallen 40% from highs as AI skepticism weighs on the $561B database and infrastructure company.
-
IBM trades at 24.8x forward P/E as the $285B firm pursues quantum computing and enterprise AI automation.
-
Snowflake (SNO…",Transportation,Robotics/Automation,1,1,True
"Nurse Call System Market Set for Steady Expansion to USD 4.87 Billion by 2033, Driven by Rising Demand for Patient Safety and Hospital Automation | Research by SNS Insider",2025-12-13T15:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/13/3204991/0/en/Nurse-Call-System-Market-Set-for-Steady-Expansion-to-USD-4-87-Billion-by-2033-Driven-by-Rising-Demand-for-Patient-Safety-and-Hospital-Automation-Research-by-SNS-Insider.html,"Nurse Call System Market Size, Share & Segmentation By Technology, Application, End-User, Equipment, and Region | Global Forecast 2026-2033...",Construction Management,Robotics/Automation,1,1,True
The future of AI-powered software optimization (and how it can help your team),2025-12-12T20:43:39Z,Github.blog,https://github.blog/news-insights/policy-news-and-insights/the-future-of-ai-powered-software-optimization-and-how-it-can-help-your-team/,"We envision the future of AI-enabled tooling to look like near-effortless engineering for sustainability. We call it Continuous Efficiency.
The post The future of AI-powered software optimization (and how it can help your team) appeared first on The GitHub Bl…",Environmental Engineering,Generative Design,1,1,True
Nvidia says no concrete evidence yet in alleged DeepSeek GPU smuggling case,2025-12-11T08:50:42Z,Digitimes,https://www.digitimes.com/news/a20251211PD234/nvidia-deepseek-gpu-startup-data.html,Chinese artificial intelligence startup DeepSeek is under scrutiny for allegedly circumventing US export restrictions by illegally acquiring thousands of Nvidia's Blackwell architecture GPUs. Nvidia acknowledged the situation but said it had no concrete evide…,Structural,Machine Learning,1,1,True
Machine learning analysis of oral solid dosage formulation solubility variations by adjusting pressure and temperature,2025-12-10T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-31759-8,Scientific Reports - Machine learning analysis of oral solid dosage formulation solubility variations by adjusting pressure and temperature,Structural,Machine Learning,1,1,True
Interior Design Trends of 2025,2025-12-09T04:00:00Z,ArchDaily,https://www.archdaily.com/1036727/interior-design-trends-of-2025,"As 2025 approaches its end, we look back at an eventful year in the world of interior design. Last year, designers favored reserved, modest approaches, a trend that continued from previous years. The emergence of artificial intelligence generated intense disc…",Structural,Machine Learning,1,1,True
Effortless Design? Exploring Architecture Tools That Enhance the Creative Design Process,2025-12-04T06:45:00Z,ArchDaily,https://www.archdaily.com/1036430/effortless-design-exploring-architecture-tools-that-enhance-the-creative-design-process,"Finding the right tools to represent a project idea or carry out a construction job remains an ongoing challenge for architecture and design professionals. While software for drafting, 3D modeling, and calculations has increased precision and efficiency, many…",Structural,Generative Design,1,1,True
"Leading AI companies' safety practices fall short, says new report",2025-12-03T14:00:00Z,NBC News,https://www.nbcnews.com/tech/tech-news/top-ai-companies-safety-practices-fall-short-says-new-report-rcna246143,"As leading artificial intelligence companies release increasingly capable AI systems, a new report is sounding the alarm about their safety practices.",Construction Management,Machine Learning,1,1,True
"Symposium on Forensic and Counter-Forensic Approaches to International Law: Genocide in Gaza – Earth Observation, Surveillance, and the Politics of Control",2025-12-09T13:00:09Z,Opiniojuris.org,http://opiniojuris.org/2025/12/09/symposium-on-forensic-and-counter-forensic-approaches-to-international-law-genocide-in-gaza-earth-observation-surveillance-and-the-politics-of-control/,"[Dr. Giuliana Rotola is a space law and policy specialist whose work spans sustainability, governance, Indigenous methodologies, and post-colonial approaches to space norms. She is fellowship coordinator at the Palestine Space Institute.] Earth Observation as…",Environmental Engineering,Computer Vision,1,1,True
AI4X Roadmap: Artificial Intelligence for the advancement of scientific pursuit and its future directions,2025-11-26T02:10:28Z,Arxiv.org,https://arxiv.org/abs/2511.20976,"Artificial intelligence and machine learning are reshaping how we approach scientific discovery, not by replacing established methods but by extending what researchers can probe, predict, and design. In this roadmap we provide a forward-looking view of AI-ena…",Structural,Machine Learning,1,1,True
Traditional PR Agencies Lose Ground as Baden Bower Disrupts With Results,2025-11-25T19:43:46Z,The Daily Caller,https://dailycaller.com/2025/11/25/traditional-pr-agencies-lose-ground-as-baden-bower-disrupts-with-results/,"Guaranteed Publication Model Challenges Century-Old Industry Standards Traditional public relations firms face mounting pressure from a challenger rewriting the rules of media engagement. Baden Bower, a New York-based agency, achieved $30 million in annual re…",Geotechnical,Machine Learning,1,1,True
Prediction of mechanical performance in prestressed concrete continuous rigid-frame bridges using CatBoost,2025-11-23T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-28574-6,Scientific Reports - Prediction of mechanical performance in prestressed concrete continuous rigid-frame bridges using CatBoost,Structural,Predictive Analytics,1,1,True
"Efficient Optimization With Ax, an Open Platform for Adaptive Experimentation",2025-11-18T17:00:24Z,Fb.com,https://engineering.fb.com/2025/11/18/open-source/efficient-optimization-ax-open-platform-adaptive-experimentation/,"We’ve released Ax 1.0, an open-source platform that uses machine learning to automatically guide complex, resource-intensive experimentation. Ax is used at scale across Meta to improve AI models, tune production infrastructure, and accelerate advances in ML a…",Transportation,"Machine Learning, Generative Design",1,2,True
“We are building a tech bridge between Russia and India”—Herman Gref of Sberbank on bilateral tech ties,2025-12-03T05:56:58Z,The Times of India,https://economictimes.indiatimes.com/news/international/world-news/we-are-building-a-tech-bridge-between-russia-and-indiaherman-gref-of-sberbank-on-bilateral-tech-ties/articleshow/125734817.cms,"Sberbank CEO Herman Gref highlights Russia's leadership in payment technologies and generative AI, emphasizing unique solutions like biometric payments and the open-source GigaChat model. He discusses collaborations with India, the development of AI robots, a…",Structural,Machine Learning,1,1,True
"Presentation: Empathy Driven Platforms: You Build It, Let’s Run It Together",2025-12-01T12:28:00Z,InfoQ.com,https://www.infoq.com/presentations/empathy-psychological-safety/,"Erin Doyle explains the evolution from siloed IT Ops to the Platform Team model, revealing why the ""You Build It, You Run It"" principle created new cognitive load. She shares the Empathy-Driven Platforms strategy - the ultimate attack against engineering road…","Structural, Transportation",Machine Learning,2,1,True
Designing Intelligent Agents with Spring AI,2025-11-24T16:09:00Z,Javacodegeeks.com,https://www.javacodegeeks.com/designing-intelligent-agents-with-spring-ai.html,"Spring AI is a powerful framework that seamlessly integrates AI capabilities into Spring Boot applications. It abstracts complex AI workflows and enables developers to design intelligent agents capable of reasoning, task automation, workflow orchestration, an…","Structural, Construction Management",Robotics/Automation,2,1,True
"3D Printing Construction Market Size to Worth USD 1,389.08 Billion by 2035",2025-11-19T11:27:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/19/3190758/0/en/3D-Printing-Construction-Market-Size-to-Worth-USD-1-389-08-Billion-by-2035.html,"According to Towards Chemical and Materials Consulting, the global 3D printing construction market is projected to grow from USD 3.59 billion in 2025 to USD 1,389.08 billion by 2035, growing at a CAGR of 81.44% from 2025 to 2035. According to Towards Chemical…",Structural,Robotics/Automation,1,1,True
Amputees often feel disconnected from their bionic hands. AI could bridge the gap,2025-12-12T11:00:00Z,NPR,https://www.npr.org/sections/shots-health-news/2025/12/12/nx-s1-5639925/bionic-hand-prosthetic-artificial-intelligence,"Sensors and artificial intelligence help a prosthetic hand act more like a natural one, new research shows.",Structural,Machine Learning,1,1,True
"AI Becomes a Boost for Global Oil Demand, Not a Bridge to Net Zero",2025-12-10T22:00:00Z,OilPrice.com,https://oilprice.com/Energy/Crude-Oil/AI-Becomes-a-Boost-for-Global-Oil-Demand-Not-a-Bridge-to-Net-Zero.html,"Artificial intelligence could help the energy industry tap an additional one trillion barrels of oil by making more of these barrels economical to extract. Wood Mackenzie analysts made the prediction recently, adding fuel to an already heated debate: is AI go…",Structural,"Machine Learning, Predictive Analytics",1,2,True
A McDonald's Holiday Ad Is Creeping People Out,2025-12-10T17:30:00Z,Newser,https://www.newser.com/story/380157/mcdonalds-scraps-creepy-ai-christmas-ad.html,"McDonald's latest holiday ad tried to skewer Christmas stress, but it ended up being pulled after viewers panned it as AI junk. The 45-second spot, produced for McDonald's Netherlands, used artificial intelligence to depict a chaotic ""most terrible time of th…",Structural,Machine Learning,1,1,True
Indoor space intelligent design method based on improved Resnet neural network,2025-12-09T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-29764-y,Scientific Reports - Indoor space intelligent design method based on improved Resnet neural network,Structural,Machine Learning,1,1,True
Inside NVIDIA NVQLink : Faster AI with a Quantum Assist for Real-Time Fixes,2025-12-08T07:12:39Z,Geeky Gadgets,https://www.geeky-gadgets.com/gpu-qubit-error-correction-nvidia-nvqlink/,"What if the future of artificial intelligence wasn’t just faster or smarter, but fundamentally redefined? NVIDIA’s latest breakthrough, the NVQLink, promises exactly that. By creating a high-speed bridge between quantum computers and AI supercomputers, NVIDIA…",Structural,Machine Learning,1,1,True
How Jude Wellington Is Building a Revolutionary Global DJ Culture and Lifestyle Brand Through ITMP,2025-12-05T19:48:52Z,International Business Times,https://www.ibtimes.com/how-jude-wellington-building-revolutionary-global-dj-culture-lifestyle-brand-through-itmp-3792041,"Jude Wellington is on his path to foster a community that encapsulates the essence of DJ culture with an innovative integration of artificial intelligence, creating a paradigm shift in the DJ and events landscape.",Structural,Machine Learning,1,1,True
Advances in deep reinforcement learning enable better predictions of human behavior in time-continuous tasks,2025-12-04T14:00:00Z,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338034,"Humans have to respond to everyday tasks with goal-directed actions in complex and time-continuous environments. However, modeling human behavior in such environments has been challenging. Deep Q-networks (DQNs), an application of deep learning used in reinfo…",Structural,Machine Learning,1,1,True
"EarthCam Unveils Command Watch24, Elevating Security for Construction Jobsites",2025-11-19T15:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/19/3191121/0/en/EarthCam-Unveils-Command-Watch24-Elevating-Security-for-Construction-Jobsites.html,"Upper Saddle River, NJ, Nov. 19, 2025 (GLOBE NEWSWIRE) -- EarthCam, the leading provider of construction camera technology and services, today announced the launch of Command Watch24, an enhanced central station monitoring service designed to strengthen perim…",Structural,Computer Vision,1,1,True
This IIM Calcutta programme is building India's next generation of finance leaders,2025-11-19T12:10:56Z,The Times of India,https://economictimes.indiatimes.com/jobs/mid-career/this-iim-calcutta-programme-is-building-indias-next-generation-of-finance-leaders/articleshow/125436638.cms,"As India's fintech sector races toward the $420 billion milestone, the IIM Calcutta Executive Programme in FinTech and Artificial Intelligence equips professionals with the strategic and technical capabilities to lead digital transformation in BFSI and beyond.",Structural,Machine Learning,1,1,True
Uncovering the hidden cellular connections that bridge aging and disease,2025-11-18T21:28:56Z,Yale.edu,https://news.yale.edu/2025/11/18/uncovering-hidden-cellular-connections-bridge-aging-and-disease,"Using machine learning, Yale researchers have developed a&nbsp;new imaging technique that can unlock signs of aging and disease in human&nbsp;cells.",Structural,Machine Learning,1,1,True
Automation unleashed: Introducing the new Red Hat Certified Ansible Collection for amazon.ai generative AI,2025-11-18T00:00:00Z,Redhat.com,https://www.redhat.com/en/blog/red-hat-ansible-certified-collection-amazonai-automate-ai-infrastructure,"Generative AI demands infrastructure that’s not only powerful but repeatable, auditable, and scalable. From chat bots and content generation to intelligent automation agents, organizations are deploying AI at scale. But with this innovation comes complexity. …",Transportation,Robotics/Automation,1,1,True
Ilya Sutskever Calls for Core AI Research : Scaling Won’t Take Us Further,2025-11-27T11:36:53Z,Geeky Gadgets,https://www.geeky-gadgets.com/age-of-research-ai-shift/,"What happens when the strategies that propelled an entire field to unprecedented heights begin to falter? For artificial intelligence, this is no longer a hypothetical question. After years of breakthroughs fueled by scaling, building ever-larger models and f…",Structural,Machine Learning,1,1,True
A deep learning-based multiscale integration of spatial omics with tumor morphology,2025-11-27T00:00:00Z,Nature.com,https://www.nature.com/articles/s41467-025-66691-y,"Spatial transcriptomics technologies are still too restrictive for widespread clinical use, and methods that have been designed to bridge them with histopathology carry important limitations. Here, the authors develop MISO, a deep learning framework that allo…",Structural,Machine Learning,1,1,True
AI Solutions Trends for UX/UI Design in 2026,2025-12-07T05:21:44Z,Designer-daily.com,https://www.designer-daily.com/ai-solutions-trends-for-ux-ui-design-in-2026-201704,"In recent years, AI development solutions have transformed the way businesses approach digital design. From automating repetitive tasks to generating highly personalized user experiences, artificial intelligence is now a cornerstone of modern UX/UI strategies…",Structural,Machine Learning,1,1,True
57% of US Adults Use Gen AI as Millennials Pull Ahead on Productivity,2025-11-21T09:00:47Z,pymnts.com,https://www.pymnts.com/news/artificial-intelligence/2025/57percent-united-states-adults-use-gen-ai-millennials-pull-ahead-productivity/,"Consumers in the United States may be embracing generative artificial intelligence at record levels, but each generation weighs AI’s promise against its risks differently. The PYMNTS Intelligence report “Generation AI: Why Gen Z Bets Big and Boomers Hold Back…",Construction Management,Machine Learning,1,1,True
What is Mind Mapping? 7 Practical Advice on This Powerful Tool,2025-12-03T17:10:26Z,Lifedev.net,https://lifedev.net/2025/12/what-is-mind-mapping-practical-advice/,"Mind mapping serves as a dynamic visual technique that organizes information in a way that aligns with the brain’s natural associative processes. Developed by Tony Buzan in the 1970s, this method transforms linear thinking into a radial, branching structure c…",Structural,Computer Vision,1,1,True
ショベルカーを「自律ロボット」に変える——建設現場の人手不足に挑むスイスGravis Robotics,2025-12-03T02:09:06Z,Thebridge.jp,https://thebridge.jp/2025/12/gravis-robotics-23m-series-a-autonomous-construction-equipment-iq-capital-zacua,"ETH Zurich 発の Gravis Robotics が IQ Capital と Zacua Ventures 主導の Series A で2,300万ドルを調達、英国・米国・EU での展開を加速 既存の掘削機や...
The post ショベルカーを「自律ロボット」に変える——建設現場の人手不足に挑むスイスGravis Robotics first appeared on BRIDGE（ブリッジ）.",Structural,Robotics/Automation,1,1,True
bonicbot-bridge added to PyPI,2025-11-16T17:16:34Z,Pypi.org,https://pypi.org/project/bonicbot-bridge/,Python SDK for educational robotics programming with BonicBot A2,Structural,Robotics/Automation,1,1,True
rf-mcp 0.26.0,2025-12-15T08:26:38Z,Pypi.org,https://pypi.org/project/rf-mcp/0.26.0/,Robot Framework MCP Server - Natural Language Test Automation Bridge,Structural,Robotics/Automation,1,1,True
rf-mcp 0.25.0.dev1,2025-12-07T21:14:50Z,Pypi.org,https://pypi.org/project/rf-mcp/0.25.0.dev1/,Robot Framework MCP Server - Natural Language Test Automation Bridge,Structural,Robotics/Automation,1,1,True
rf-mcp 0.25.0,2025-12-07T21:14:48Z,Pypi.org,https://pypi.org/project/rf-mcp/0.25.0/,Robot Framework MCP Server - Natural Language Test Automation Bridge,Structural,Robotics/Automation,1,1,True
Checklist for Design System Maintenance,2025-12-05T11:25:56Z,Uxpin.com,https://www.uxpin.com/studio/blog/design-system-maintenance-checklist/,"Checklist for keeping design systems current: governance, tokens, components, versioning, accessibility, automation, and regular maintenance.
The post Checklist for Design System Maintenance appeared first on Studio by UXPin.",Structural,Robotics/Automation,1,1,True
Probabilistic greedy algorithm solver using magnetic tunneling junctions for traveling salesman problem,2025-12-04T00:00:00Z,Nature.com,https://www.nature.com/articles/s41467-025-66864-9,"Solving a task of optimal route search may be challenging for conventional algorithms. Here, authors use tunable random signals from magnetic tunnel junctions to improve a probabilistic greedy Traveling Salesman Problem solver to better balance exploration an…",Geotechnical,Machine Learning,1,1,True
Nvidia launches Nemotron 3 model family as open foundation for agentic AI systems,2025-12-15T15:20:58Z,SiliconANGLE News,https://siliconangle.com/2025/12/15/nvidia-launches-nemotron-3-model-family-open-foundation-agentic-ai-systems/,"Nvidia Corp. today announced the launch of Nemotron 3, a family of open models and data libraries aimed at powering the next generation of agentic artificial intelligence operations across industries. The new family of models will consist of three sizes: Nano…","Structural, Geotechnical",Machine Learning,2,1,True
"AI, MCP, and the Hidden Costs of Data Hoarding",2025-12-15T13:15:24Z,Oreilly.com,https://www.oreilly.com/radar/ai-mcp-and-the-hidden-costs-of-data-hoarding/#BlogPosting,"The Model Context Protocol (MCP) is genuinely useful. It gives people who develop AI tools a standardized way to call functions and access data from external systems. Instead of building custom integrations for each data source, you can expose databases, APIs…",Structural,Machine Learning,1,1,True
